사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-21,분당선,333,상갈,36,0,2846,451,8921,2463,20337,6541,20099,9164,11322,4699,8081,4259,6841,4106,6627,4526,6352,5903,5533,5382,5727,6369,7092,8436,9540,12656,11085,16720,5496,14447,3556,10067,3693,9278,1837,9878,707,4637,1,530,0,0,0,0,0,0
Jun-21,분당선,334,청명,31,3,2312,708,6746,1763,17448,5302,17060,8561,7682,3373,4829,2854,4687,2810,4773,3395,4821,3913,3765,4020,4715,4575,6250,5789,7401,9700,8147,13902,3586,11926,2849,7312,2254,6654,2337,7861,688,3342,8,308,0,0,0,0,0,0
Jun-21,분당선,335,영통,58,1,2387,1262,7591,3511,16838,8866,18599,22267,9822,14646,8205,9000,8939,8223,9939,10707,11009,10969,10044,10610,11403,10650,13810,12471,19890,19781,21995,25151,11109,18607,10160,11291,12008,10021,13453,11022,3239,5401,113,430,0,0,0,0,0,0
Jun-21,분당선,336,망포,42,4,4739,2392,17973,8831,47763,23528,43462,42662,20460,16139,13394,8342,12624,8974,13668,10136,13200,10940,12295,11003,13995,12849,18268,16279,33295,24332,44709,40215,19710,40719,13947,24353,12857,19132,11208,20387,2790,9966,102,672,0,0,0,0,0,0
Jun-21,분당선,337,매탄권선,54,0,3291,566,8767,2993,19078,5242,18029,10915,9148,4586,6086,3339,5450,2964,5814,3864,5519,4267,4829,3885,5251,5388,7596,6978,11019,10874,8680,17056,4370,14697,3217,8833,2876,7741,2753,9135,679,4516,15,305,1,1,0,0,0,0
Jun-21,분당선,338,수원시청,107,0,4210,1200,10174,5484,26983,15572,27375,45214,14239,27748,11093,15894,13164,11841,14880,16349,15009,17169,14671,14336,17679,15915,22824,19341,28070,30941,38415,44862,18694,31832,16061,17402,20768,12370,22238,14007,3730,7405,87,794,0,0,0,0,0,0
Jun-21,분당선,339,매교,295,6,2505,911,3789,4453,8147,4498,9361,12051,5014,3713,3255,2449,3241,2549,3230,3142,2933,3019,2789,3038,3670,3348,6287,4588,10397,6657,5983,8747,2787,5402,2099,3823,1820,3426,1543,3328,304,1529,21,177,0,0,0,0,0,0
Jun-21,일산선,374,원흥,219,1,5860,590,15823,5842,38898,6585,41502,15487,21973,11017,14957,8506,13416,8015,13887,9749,13255,11682,11778,11350,12180,12536,13640,14864,15460,22297,17079,31797,8061,32732,6525,17787,5943,16371,4658,18190,1266,8141,10,188,0,0,0,0,0,0
Jun-21,일산선,375,지축,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-21,일산선,376,삼송,581,5,7488,1322,27431,10998,75958,14876,73442,26077,36897,16803,26103,14439,22458,17079,22549,20575,21621,21675,19131,21237,20939,25683,26029,29192,29472,39082,27706,65551,16814,57058,13128,34040,12043,27845,13277,29752,2046,10700,14,350,0,0,0,0,0,0
Jun-21,일산선,377,원당,196,3,8887,1006,20328,5647,45231,8842,45540,13635,24410,9348,18015,8573,15892,10373,16106,11475,15162,11592,13335,12641,13220,15246,14293,17994,15839,25279,15346,35788,8096,35448,5629,19863,4792,19196,3143,20581,642,8996,0,24,0,0,0,0,0,0
Jun-21,일산선,378,화정,89,1,10193,1369,24478,5885,54448,11930,53826,28855,30690,19256,23809,17341,23396,19157,24804,21529,24200,22088,22344,22426,22827,29162,24308,29472,28031,40351,27659,57049,15373,47194,12648,27838,14146,23946,12366,27018,2577,11460,1,1,0,0,0,0,0,0
Jun-21,일산선,379,대곡,4,0,679,302,2640,1604,7190,1890,6504,3188,3340,1887,2576,1844,2160,1750,2402,1787,2381,1695,2445,1664,2230,2189,2794,2283,3710,2607,4649,5052,2338,3554,1252,1748,1117,1937,941,2136,458,1681,1,37,0,0,0,0,0,0
Jun-21,일산선,380,백석,89,2,4191,2410,9696,5743,22332,11558,23074,28870,15634,15298,13661,12518,14447,11806,14406,13204,14024,14308,14129,13931,16812,14078,16792,15832,22064,18977,25039,24072,11484,24528,9378,13183,10160,10372,7951,11858,2024,5734,2,3,0,0,0,0,0,0
Jun-21,일산선,381,마두,27,0,2975,1390,9207,4015,16499,8362,14980,21903,11229,15344,10748,10297,11622,10392,11852,9138,11551,12290,11606,11159,13442,11103,13204,10617,15388,13725,17909,16987,7757,16047,5551,9031,5898,7299,4450,7839,712,4748,0,4,0,0,0,0,0,0
Jun-21,일산선,382,정발산,46,0,1790,973,5029,3487,8924,6657,9958,21082,7014,17850,6921,11677,9019,11859,9484,11260,11022,13891,11966,12023,13684,11575,14888,12212,18444,14098,22737,18276,11713,13535,12413,6744,10835,4742,10120,4561,1522,3364,0,19,0,0,0,0,0,0
Jun-21,일산선,383,주엽,115,3,5532,1035,15444,3104,28351,7337,24789,15380,15958,12265,13811,10811,14234,11301,14007,11366,12751,13305,12062,12225,13142,14214,14201,15717,14233,18142,13918,24232,7332,24033,6647,13937,5800,10651,4741,10382,800,7409,1,256,0,0,0,0,0,0
Jun-21,일산선,384,대화,167,3,6688,1158,25150,4778,58735,14143,42547,19648,26062,12705,19342,10508,18211,10553,16819,12189,15977,14056,15010,12560,15905,14473,16626,15240,20539,19791,20229,28386,9446,30904,7427,19175,6686,16034,5967,16861,1052,8565,6,2387,0,0,0,0,0,0
Jun-21,중앙선,135,회기,819,8,12044,3526,20777,11468,55410,27861,70655,49572,43513,31396,33996,26376,34204,24523,36135,27712,34114,31847,35191,28958,39023,31587,43556,34157,54660,46365,44309,69456,24822,55088,20583,32695,22960,34063,23624,45412,5865,19484,116,2332,0,0,0,0,0,0
Jun-21,중앙선,152,중랑,160,1,6077,564,9670,2216,22839,3018,20427,5876,14565,4808,8834,4350,7786,4759,7930,5485,7898,6045,7183,6494,6596,8792,7021,10611,6758,14361,7016,22570,4371,14954,3257,10268,3055,7856,2317,9633,640,4161,9,273,0,0,0,0,0,0
Jun-21,중앙선,153,상봉(시외버스터미널),683,27,6854,823,9123,2355,21687,5065,24396,8709,12793,6364,9162,5028,7116,5966,8869,6598,7161,6860,7235,6960,6974,8557,7055,9798,8443,12854,9857,23192,6738,20735,5187,11242,5010,8748,3367,11457,1018,5230,28,1028,0,0,0,0,0,0
Jun-21,중앙선,154,망우,376,3,8290,920,11978,2773,29189,5874,24158,13671,15213,8853,11669,8612,10923,7961,11435,8626,11130,9717,10201,10842,9985,11997,11484,14930,11615,18233,11739,28329,8002,19122,5442,12512,4934,9188,3508,10438,1014,6055,7,427,0,0,0,0,0,0
Jun-21,중앙선,155,양원,26,0,1707,335,2182,2565,5281,7462,4076,5732,2947,1721,2516,2016,2607,1913,2183,1646,2197,2534,2206,2158,3817,2145,7539,2585,4098,2738,2504,4199,1429,3177,858,2262,716,1671,461,1770,191,929,1,34,0,0,0,0,0,0
Jun-21,중앙선,156,구리,918,5,9112,2152,22011,6778,56743,9369,49839,20458,24933,16404,18994,14489,18039,13358,17959,13088,16756,15946,15748,16370,16367,19564,18400,23381,20663,31177,20927,49298,12743,45069,10387,23804,8330,19223,7474,21361,1490,12540,16,325,0,0,0,0,0,0
Jun-21,중앙선,157,도농,745,1,7799,1573,20269,6416,51584,8230,36296,13157,21969,6639,14242,6067,12725,6838,12037,8158,10793,8589,9454,9080,9541,11953,12927,14421,14792,20850,12843,32848,6376,31928,4264,17373,3974,14651,2959,14256,953,10107,11,785,0,0,0,0,0,0
Jun-21,중앙선,158,양정,98,2,278,360,1111,1502,1966,2108,2025,2648,1151,1372,839,1019,991,882,1008,847,1157,773,1282,740,1293,867,1729,871,2833,1065,2776,1516,1313,1240,552,676,413,586,185,514,53,310,4,49,0,0,0,0,0,0
Jun-21,중앙선,159,덕소,1447,3,3499,764,11042,1834,25822,3470,19846,7863,12819,5361,9563,4697,8181,4921,8223,6140,7938,6901,7063,6802,6938,8895,7024,10425,7520,15583,6920,18762,3966,18078,3392,8918,2798,9802,2349,9187,724,6982,6,952,0,0,0,0,0,0
Jun-21,중앙선,160,도심,5,0,1416,394,5252,1045,13642,1702,8783,6483,5164,1778,3430,1833,3079,1713,3359,2114,2911,1955,2430,1607,2650,3549,3346,2061,3422,5736,3671,5052,1485,6360,1181,3083,1251,2746,811,3481,196,1918,1,1,0,0,0,0,0,0
Jun-21,중앙선,161,팔당,2,1,267,132,722,675,1546,1589,1389,2952,1239,3401,1237,3454,1227,2802,1492,2595,1595,1823,2121,1669,2406,1842,2782,1674,2958,1768,2846,1873,2316,1196,2038,799,1585,602,979,540,178,251,0,0,0,0,0,0,0,0
Jun-21,중앙선,162,운길산,0,0,276,171,659,721,1647,1037,1658,1860,1115,3060,960,4325,1216,3337,1492,3470,2185,1720,2995,1841,3960,1425,4084,1377,3443,1303,2444,1050,1450,1368,1115,520,542,590,177,659,42,382,0,0,0,0,0,0,0,0
Jun-21,중앙선,163,양수,10,0,768,254,2104,1345,6608,2810,3948,3099,3887,4516,2874,4571,3132,4233,3364,4116,3598,3849,3967,3532,5001,3266,5653,3583,4953,4421,4043,3702,2166,4166,2109,2875,1199,2582,518,2418,169,1424,0,6,0,0,0,0,0,0
Jun-21,중앙선,164,신원,0,0,140,11,209,156,330,613,401,368,372,604,324,621,365,449,459,339,454,276,498,287,746,331,701,289,627,305,911,337,309,203,150,199,73,139,35,91,4,121,0,14,0,0,0,0,0,0
Jun-21,중앙선,165,국수,1,0,607,53,1098,524,2022,821,1710,2358,1658,1449,1284,1227,1065,1371,1508,1285,1474,1142,1302,875,2159,1151,2279,1363,1464,1467,1113,1512,618,1179,452,1331,282,1057,105,822,37,560,1,82,0,0,0,0,0,0
Jun-21,중앙선,166,아신,12,0,518,43,782,210,1789,552,1382,989,1049,1103,1083,961,914,982,909,1208,996,855,1054,809,986,1004,1264,916,1276,1480,1048,1149,649,1184,460,992,307,877,166,647,16,588,0,81,0,0,0,0,0,0
Jun-21,중앙선,167,오빈,0,0,147,9,514,372,850,261,810,719,678,533,634,440,538,477,512,474,562,379,512,326,526,494,560,473,695,869,566,718,332,479,222,327,104,473,42,371,8,242,2,42,0,0,0,0,0,0
Jun-21,중앙선,168,양평,45,0,1388,114,3662,2249,6318,3926,5147,7089,4129,4571,5116,4964,4538,6123,5384,5336,5684,4172,5805,5156,5554,5592,7217,4879,6464,7053,5736,6086,2987,4071,3049,4790,2243,2658,1938,2299,186,2764,52,588,0,0,0,0,0,0
Jun-21,중앙선,169,원덕,47,1,350,7,653,225,882,535,838,736,851,751,736,974,608,872,591,780,670,362,852,616,914,626,1212,590,801,944,632,742,425,616,242,452,132,583,34,318,2,219,1,61,0,0,0,0,0,0
Jun-21,중앙선,170,용문,414,0,1159,8,2166,778,3328,2844,4203,3974,2913,2965,3144,5084,3074,7869,4097,8619,5626,3819,6568,4775,7663,4254,7119,3165,6171,4400,3936,3179,2372,2442,1151,2871,921,1477,401,1519,0,1382,0,598,0,0,0,0,0,0
Jun-21,중앙선,171,지평,0,0,0,0,1,0,377,320,256,312,17,0,319,447,2,2,4,1,82,122,410,313,4,3,3,2,160,155,58,167,222,236,2,3,52,87,13,59,0,0,0,0,0,0,0,0,0,0
Jun-21,장항선,224,봉명,11,0,1212,367,1369,720,2887,4757,1960,3213,1995,2428,2536,1835,2324,1330,1891,1740,1476,1953,1939,1495,2153,1371,2741,900,2980,2309,1813,1719,884,1179,713,1132,564,951,420,743,446,599,3,120,0,0,0,0,0,0
Jun-21,장항선,225,쌍용(나사렛대),58,0,2163,283,3281,511,6788,1780,5150,3877,2734,3204,2901,2275,2882,2420,2812,3550,3109,2592,3522,2560,2997,3053,3186,2118,3986,5626,3362,4745,1932,4215,1793,3033,1242,2528,914,1684,626,1818,1,229,0,0,0,0,0,0
Jun-21,장항선,226,아산,52,0,911,664,1802,2254,6303,4925,5068,6471,3075,4846,3115,4605,3770,3704,4179,4905,3847,4331,5039,4066,5563,3919,5355,3006,5923,6864,8450,5573,6171,5491,3948,3516,4493,2885,3326,1575,2021,1318,15,168,0,2,0,0,0,0
Jun-21,장항선,227,배방,100,1,832,240,1474,671,2408,1254,2643,2270,1649,1392,1327,1074,1405,1387,1531,1402,1593,1466,1703,1123,1433,1522,1648,1740,2195,2724,2481,2137,1250,2369,950,1632,823,1608,661,1139,405,1087,0,3,0,0,0,0,0,0
Jun-21,장항선,228,온양온천,650,7,1578,389,3894,2001,7064,3818,8488,8013,6757,5093,5709,6236,6766,8437,6545,7598,7752,5878,7385,5336,7058,6455,6077,6094,5890,8346,8018,6484,3312,6739,2618,4540,2385,4441,1481,3271,908,2685,2,3,0,0,0,0,0,0
Jun-21,장항선,229,신창(순천향대),217,2,473,89,1037,566,2069,1810,1597,5892,1654,2580,1853,2115,2152,2192,2355,2078,2508,1935,2774,1697,3537,1757,3750,1861,3545,1903,4243,2183,1404,1979,1207,1589,893,1543,504,1810,292,1232,0,46,0,0,0,0,0,0
Jun-21,경의선,173,신촌,0,0,163,4,447,1070,784,4131,544,4743,535,3196,598,1553,634,1066,792,974,699,1751,733,967,1229,895,1984,751,3397,1170,3226,1404,2039,1090,997,622,1247,277,1093,134,360,327,2,36,0,0,0,0,0,0
Jun-21,경의선,174,효창공원앞,5,0,693,287,1982,1972,4692,4690,6592,15693,4256,10156,2583,3288,2655,2918,2847,3086,3111,2970,2994,3096,3303,3186,4342,3536,6689,4683,13860,7114,5473,5397,2979,3320,2848,3656,2409,4122,618,1933,3,164,0,0,0,0,0,0
Jun-21,경의선,176,서강대,15,2,436,105,1393,1320,3256,2874,3787,7296,2789,5451,2396,2933,2410,2623,2647,2416,2676,2756,2820,2857,3131,2675,3962,3275,5329,3474,5726,4406,3286,2841,2885,1901,3640,2264,3635,2002,942,981,2,50,0,0,0,0,0,0
Jun-21,경의선,178,가좌,0,0,2924,197,7181,3196,20090,3937,24522,8126,10403,7101,7586,5156,6694,5204,7385,5289,6497,7421,6483,7032,6630,7576,7790,9564,8441,11291,8279,17140,4876,14288,3854,7543,3227,5639,2922,6918,771,4174,11,295,0,0,0,0,0,0
Jun-21,경의선,180,수색,1,0,904,978,2009,5540,4041,5764,4135,17923,2884,11561,3201,3082,2696,2257,2538,2291,2491,2970,2641,2493,3076,2374,5397,2864,9647,3796,13903,3598,6230,3087,3192,1823,2426,1386,1849,1846,431,1093,15,124,0,0,0,0,0,0
Jun-21,경의선,181,화전,0,0,612,362,1352,1363,3659,2394,3635,5864,2603,3503,2414,2567,2280,2077,2629,2295,2434,2598,2753,2320,3253,1945,3892,2105,4779,2548,4911,2898,2708,2628,1451,1729,1035,1614,1015,2189,382,850,20,238,0,0,0,0,0,0
Jun-21,경의선,182,강매,2,1,1928,227,6362,1129,18060,1253,17652,3544,7496,1459,4683,1610,3883,1752,3824,1763,3204,2286,2810,2655,2549,2933,3108,4316,2988,6136,3473,11138,1249,11558,856,6133,950,5559,604,6125,192,3053,4,493,0,0,0,0,0,0
Jun-21,경의선,183,행신,0,0,3573,1014,13686,4311,38725,5404,34025,10192,14136,6152,9824,4979,9326,6056,9523,6373,8069,7856,7137,7731,6940,8215,9187,12065,12833,16547,10006,36613,5505,29538,6068,13245,4627,12361,5376,13044,1340,6256,89,1248,0,0,0,0,0,0
Jun-21,경의선,184,능곡,5,0,2860,587,6847,2700,15745,2971,15339,5234,8274,3244,5792,2974,5189,3328,4821,3808,4799,3791,4257,4267,4268,4497,5158,6214,5471,7412,4842,11461,3072,10277,2352,5654,1826,5872,1299,5916,481,3632,10,1588,0,0,0,0,0,0
Jun-21,경의선,185,곡산,0,0,349,185,924,670,1788,1254,1540,2363,787,1027,726,618,697,595,551,671,690,698,707,589,980,826,1037,802,1499,1142,2186,1634,653,1311,456,691,348,632,264,601,83,330,1,9,0,0,0,0,0,0
Jun-21,경의선,186,백마,0,0,3925,1048,14998,2519,35419,6533,25426,11123,12194,5721,8847,4576,8624,4406,8901,5703,7470,5797,6642,6127,7506,8183,8362,8634,9742,11787,10980,26108,4504,24185,3375,12907,3578,11491,3410,12301,911,7959,9,272,1,0,0,0,0,0
Jun-21,경의선,187,풍산,11,0,3712,323,10436,1755,23459,4871,19534,7945,11360,5624,7653,4714,7080,5454,7459,5781,7032,6446,6730,5485,7349,6314,7819,8586,7985,10948,8317,19094,4589,15588,3969,10812,4354,9537,3116,8697,919,6195,26,319,0,0,0,0,0,0
Jun-21,경의선,188,일산,10,0,6979,846,22597,3729,46825,6763,31624,14975,17433,7602,12251,6513,11842,7557,12185,8151,10839,9901,9637,10088,10369,10445,12426,14262,13484,18456,11690,34373,6174,35374,4944,15570,4219,15974,4258,15383,1072,9747,51,1896,0,0,0,0,0,0
Jun-21,경의선,189,탄현,76,0,5409,561,20229,2424,36734,6178,26074,10023,14336,5694,10341,4359,9455,5381,9547,5976,8809,6364,8096,8080,8775,8215,9356,9977,9602,16648,10320,27430,5618,30871,4336,13761,4032,13258,4005,10901,1058,10009,71,1791,0,0,0,0,0,0
Jun-21,경의선,190,야당,25,0,4022,313,14226,2178,26575,4778,22869,9115,10998,6963,8634,4877,8058,6045,8332,6178,7601,7146,7231,8473,7741,8972,9455,10769,10094,18635,10162,26200,6338,23770,6161,12083,7966,10790,8987,8715,2153,7648,243,1439,0,0,0,0,0,0
Jun-21,경의선,191,운정,77,0,3980,499,15922,4187,30199,6942,26281,10476,12296,5715,8823,4388,8285,5096,7986,5683,7756,5486,6598,6853,7170,7694,9005,9923,11082,15713,10914,21989,4924,21142,3523,11094,2923,10588,2480,9835,633,6682,48,1179,0,0,0,0,0,0
Jun-21,경의선,192,금릉,82,0,2649,282,8938,2132,17939,5106,13251,10955,7761,4740,6403,3944,6346,4015,6550,4594,6044,4542,5414,5609,5553,6008,6815,7058,9012,10841,9667,13253,4480,14062,3791,6953,3311,6862,2941,7227,493,5106,39,951,0,0,0,0,0,0
Jun-21,경의선,193,금촌,86,0,3601,333,9379,4134,19671,9794,16508,16786,10679,8287,9023,6953,9294,5930,9692,8837,9287,8657,8771,7702,9450,9664,10560,10719,13017,13891,15505,16937,7929,13926,5689,9412,4553,9076,3332,8428,565,5267,80,994,0,0,0,0,0,0
Jun-21,경의선,194,월롱,35,0,552,15,859,3965,2139,10378,2091,12210,1719,4342,1606,2719,1854,1648,3065,2954,3191,1904,2537,1448,4224,1805,5368,2023,9174,2339,13777,2566,4687,2188,3499,2149,2180,2334,960,2271,83,1637,6,296,0,0,0,0,0,0
Jun-21,경의선,195,파주,76,1,804,18,1276,856,2618,2477,2482,4589,1616,2569,1482,1835,1843,1215,2189,1540,1642,1721,1977,944,2464,1098,3154,1175,5686,1231,4452,1379,1446,1447,981,1174,1227,847,501,877,60,649,6,162,0,0,0,0,0,0
Jun-21,경의선,196,문산,875,1,2953,10,7801,2798,15746,7043,12305,15342,8518,5318,7322,6414,7358,6551,8052,7602,8309,7068,8267,6226,8156,8606,9046,8121,12006,9788,11857,11748,4811,11127,3993,8748,3097,6166,2217,7418,90,4642,0,1460,0,0,0,0,0,0
Jun-21,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,22,202,104,527,2,2,0,0,1,1,6,4,272,152,192,11,492,74,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-21,경의선,198,서울역,0,0,852,9,1250,7122,2549,23715,2372,35340,2071,16490,1415,6077,1724,4488,2579,3323,3186,5951,3301,2589,4750,2978,7006,2684,15353,4396,30004,4682,10582,2963,5616,2712,6141,1124,1280,177,1436,1049,0,91,0,0,0,0,0,0
Jun-21,경의선,199,공덕,22,0,661,96,1935,1941,3980,7006,5266,19331,3096,8289,3023,3261,3330,3151,3760,2837,4334,2772,4124,3118,4120,3000,5437,3706,9204,4775,17370,6467,6777,4461,5274,2546,6184,2804,5819,2680,889,1350,7,138,0,0,0,0,0,0
Jun-21,경의선,200,홍대입구,3,0,345,107,627,769,1336,2159,1679,5847,1268,3936,1026,2738,1072,2746,1450,3588,1760,3571,2163,3785,2405,3318,3059,4158,4507,4163,6050,5316,4097,3600,3778,1576,5378,1431,6023,1664,1281,804,16,64,0,0,0,0,0,0
Jun-21,경의선,201,디지털미디어시티,5,0,764,501,2600,2520,9293,2228,9260,4778,4636,4425,3948,1934,3416,1808,3216,2236,2978,2489,3151,2328,3278,2502,4383,3560,5274,5014,5170,9155,2767,7503,1965,3755,1691,3184,1379,4302,500,1948,15,160,0,0,0,0,0,0
Jun-21,경의선,202,김포공항,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-21,경의선,203,계양,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-21,경의선,204,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-21,경춘선,205,신내,12,0,771,926,2151,3469,5675,5151,4902,5669,2695,1685,2123,1538,2060,1370,1907,1416,2047,1964,1726,1492,2475,2353,4440,2298,4243,3276,3909,4272,1580,3514,1080,1799,868,1451,828,1459,322,837,1,112,0,0,0,0,0,0
Jun-21,경춘선,206,갈매,34,0,1632,583,4244,1656,18779,2888,10424,5598,6644,2569,4023,2531,3041,2043,3526,2241,2918,3033,3258,2417,3054,3909,3806,3841,4720,5549,4468,11254,2346,8788,2014,4734,2511,3786,1752,3519,727,1763,16,487,0,0,0,0,0,0
Jun-21,경춘선,207,별내,35,1,1204,923,3226,2613,13318,3912,9675,6571,5860,3984,3989,2900,3242,3280,4053,3183,3467,3700,3592,2955,4200,3950,5498,4593,5974,6584,5957,9596,3037,8893,2267,4441,2392,2893,2354,3840,1207,1704,30,298,0,0,0,0,0,0
Jun-21,경춘선,208,퇴계원,24,0,2921,634,5992,1822,20117,4116,13256,4913,8280,2513,5389,2761,4487,2629,5083,3266,4227,3334,3607,3568,4194,3755,3787,5667,4579,9204,5885,12145,2619,11471,1797,6691,1723,4486,1222,6306,455,2550,39,580,0,0,0,0,0,0
Jun-21,경춘선,209,사릉,38,0,2662,1009,6386,2472,18124,6046,12499,6878,6991,2641,4414,2720,3936,2767,4119,2816,3730,2689,3218,3462,3698,3130,3715,4531,5192,7946,7331,9493,2773,13322,1738,5634,1585,4182,978,4721,323,2888,26,511,0,0,0,0,0,0
Jun-21,경춘선,210,금곡,28,0,1490,330,2376,1132,5209,1925,4435,5116,3308,2153,2654,1541,2563,1418,2150,1832,2175,1477,1754,2175,2134,1886,2256,2204,2840,3457,3956,4008,1311,4069,826,1583,644,1828,493,1628,211,1188,9,216,0,0,0,0,0,0
Jun-21,경춘선,211,평내호평,763,5,5874,1041,12258,1864,30443,4860,19768,10507,11494,6265,9338,5369,8292,4999,8346,6743,7555,6331,6237,8217,7146,7892,7635,9217,7999,16896,8687,19231,5192,23934,4212,9489,4190,8747,4033,8704,1594,6438,70,1763,0,0,0,0,0,0
Jun-21,경춘선,212,천마산,9,1,1038,335,4248,552,8019,1880,5675,2025,4729,1688,3229,1545,2542,1791,2509,1960,2269,1966,2119,2228,1863,2848,2237,2770,1942,3821,2444,5631,1076,4714,743,3304,630,2615,527,2094,120,1370,9,283,0,0,0,0,0,0
Jun-21,경춘선,213,마석,15,0,1618,391,8355,2731,16256,6363,11503,7518,8150,5724,6598,4123,5620,5174,6127,4514,5250,5832,5210,5208,5277,6068,6483,5902,6830,8568,7633,9388,3393,13696,2745,6215,2362,5058,1769,4861,683,2194,32,706,0,0,0,0,0,0
Jun-21,경춘선,214,대성리,0,0,210,88,469,310,941,1237,1000,1191,882,803,802,1379,1304,1252,1015,1035,1019,1235,1169,1163,1441,873,1534,1067,2038,883,1528,865,772,682,551,510,327,372,192,312,73,298,2,19,0,0,0,0,0,0
Jun-21,경춘선,215,청평,8,0,885,166,2108,859,3330,1612,4274,4387,3044,2825,3290,3516,4364,2455,3313,3762,2905,2993,3196,3356,3898,3156,3963,3337,4086,4082,3109,3596,1711,2912,1242,2316,857,1547,448,1324,110,996,2,236,0,0,0,0,0,0
Jun-21,경춘선,216,상천,2,0,95,57,328,192,558,328,643,900,493,878,474,1039,575,989,744,765,650,385,857,465,993,501,1129,371,939,444,735,401,300,386,176,264,93,172,25,149,6,83,2,28,0,0,0,0,0,0
Jun-21,경춘선,217,가평,0,0,685,143,1397,1335,2795,2826,3251,5739,2456,4180,3275,3597,6016,4992,3813,4388,3294,4709,3679,4276,3919,3636,4740,2675,5576,3376,4780,2696,2275,2824,1938,1682,1304,1309,640,1158,220,846,16,204,0,0,0,0,0,0
Jun-21,경춘선,218,굴봉산,0,0,41,13,62,105,163,258,223,551,237,465,237,941,402,594,308,373,441,235,589,261,657,273,540,243,510,181,279,186,179,143,165,117,67,55,15,82,4,35,0,8,0,0,0,0,0,0
Jun-21,경춘선,219,백양리,0,0,8,43,17,122,75,228,162,293,95,107,147,449,279,337,186,177,196,202,292,257,426,169,255,127,268,76,223,96,118,55,79,57,53,71,54,34,10,31,2,4,0,0,0,0,0,0
Jun-21,경춘선,220,강촌,5,0,116,11,182,216,422,409,468,1783,493,1636,566,2162,1085,1820,1308,1270,993,1014,1457,1029,1854,615,1912,710,1889,586,1320,653,721,500,509,377,323,304,100,271,59,128,1,19,0,0,0,0,0,0
Jun-21,경춘선,221,김유정,7,0,95,22,210,103,450,510,275,690,267,947,279,1440,424,1386,640,1194,772,947,1027,800,1277,746,1312,514,1356,546,908,562,568,367,253,214,135,173,65,106,22,88,1,57,0,0,0,0,0,0
Jun-21,경춘선,222,남춘천,508,3,1343,22,3509,779,3589,2318,4016,3829,3850,4015,3906,3306,3936,6544,4403,7132,5149,4663,5933,3574,5875,5101,5675,3665,4958,4351,3910,4622,3205,6921,2657,2561,2360,2556,1255,3283,426,1536,9,1394,0,0,0,0,0,0
Jun-21,경춘선,223,춘천,306,0,472,9,1594,356,1191,1262,1612,3060,1777,3814,1971,2522,2180,4216,2621,3432,3016,3361,4183,2151,5078,2829,5256,1917,4464,1900,3401,1720,2115,2587,1566,996,1018,956,420,844,65,808,2,431,0,0,0,0,0,0
Jun-21,수인선,340,고색,392,4,2013,524,5762,2215,12111,12006,9874,18978,5339,3346,3685,2088,3627,2602,4019,2746,3353,2899,3577,2998,3589,2864,4538,4285,10763,6342,16681,8142,4840,8827,4660,5570,3483,4294,1774,4912,568,2554,7,1264,0,0,0,0,0,0
Jun-21,수인선,341,오목천,7,1,537,10,3930,1430,7851,3450,8385,7440,4954,3472,3690,2912,4255,2542,4758,3085,3831,3954,3435,2864,4445,3293,5237,4647,7193,4448,6852,8876,2720,5658,1900,3215,1750,3093,1318,4581,532,2348,1,204,0,0,0,0,0,0
